Area,Count,Event Type,Population,Race,Sex,Year
Detroit,171,Incidence,75738,Hispanic,Male,2007
Detroit,981,Incidence,390349,Hispanic,Male,2009
Detroit,207,Incidence,76863,Hispanic,Male,2008
Detroit,197,Incidence,77914,Hispanic,Male,2009
Detroit,216,Incidence,79393,Hispanic,Male,2010
Detroit,190,Incidence,80441,Hispanic,Male,2011
Detroit,257,Incidence,114694,Hispanic,Male and Female,1999
Detroit,279,Incidence,119864,Hispanic,Male and Female,2000
Detroit,321,Incidence,125014,Hispanic,Male and Female,2001
Detroit,341,Incidence,129907,Hispanic,Male and Female,2002
Detroit,308,Incidence,134395,Hispanic,Male and Female,2003
Detroit,371,Incidence,138587,Hispanic,Male and Female,2004
Detroit,411,Incidence,142511,Hispanic,Male and Female,2005
Detroit,387,Incidence,145958,Hispanic,Male and Female,2006
Detroit,366,Incidence,147853,Hispanic,Male and Female,2007
Detroit,2070,Incidence,768153,Hispanic,Male and Female,2009
Detroit,420,Incidence,150597,Hispanic,Male and Female,2008
Detroit,415,Incidence,153667,Hispanic,Male and Female,2009
Detroit,432,Incidence,156877,Hispanic,Male and Female,2010
Detroit,437,Incidence,159159,Hispanic,Male and Female,2011
Detroit,7901,Incidence,1468388,White,Female,1999
Detroit,7890,Incidence,1462523,White,Female,2000
Detroit,8204,Incidence,1457333,White,Female,2001
Detroit,8173,Incidence,1447985,White,Female,2002
Detroit,8045,Incidence,1439504,White,Female,2003
Detroit,7972,Incidence,1430718,White,Female,2004
Detroit,8095,Incidence,1420081,White,Female,2005
Detroit,7981,Incidence,1407942,White,Female,2006
Detroit,8231,Incidence,1395280,White,Female,2007
Detroit,40708,Incidence,6872821,White,Female,2009
Detroit,8114,Incidence,1382639,White,Female,2008
Detroit,8241,Incidence,1372461,White,Female,2009
Detroit,7964,Incidence,1363273,White,Female,2010
Detroit,8158,Incidence,1359168,White,Female,2011
Detroit,8514,Incidence,1420203,White,Male,1999
Detroit,8648,Incidence,1415025,White,Male,2000
Detroit,8930,Incidence,1411043,White,Male,2001
Detroit,8996,Incidence,1402089,White,Male,2002
Detroit,8550,Incidence,1394786,White,Male,2003
Detroit,8519,Incidence,1386157,White,Male,2004
Detroit,8230,Incidence,1375742,White,Male,2005
Detroit,8383,Incidence,1363676,White,Male,2006
Detroit,8799,Incidence,1348925,White,Male,2007
Detroit,43885,Incidence,6634555,White,Male,2009
Detroit,8602,Incidence,1334798,White,Male,2008
Detroit,8632,Incidence,1324495,White,Male,2009
Detroit,8948,Incidence,1314620,White,Male,2010
Detroit,8904,Incidence,1311717,White,Male,2011
Detroit,16415,Incidence,2888591,White,Male and Female,1999
Detroit,16538,Incidence,2877548,White,Male and Female,2000
Detroit,17134,Incidence,2868376,White,Male and Female,2001
Detroit,17169,Incidence,2850074,White,Male and Female,2002
Detroit,16595,Incidence,2834290,White,Male and Female,2003
Detroit,16491,Incidence,2816875,White,Male and Female,2004
Detroit,16325,Incidence,2795823,White,Male and Female,2005
Detroit,16364,Incidence,2771618,White,Male and Female,2006
Detroit,17030,Incidence,2744205,White,Male and Female,2007
Detroit,84593,Incidence,13507376,White,Male and Female,2009
Detroit,16716,Incidence,2717437,White,Male and Female,2008
Detroit,16873,Incidence,2696956,White,Male and Female,2009
Detroit,16912,Incidence,2677893,White,Male and Female,2010
Detroit,17062,Incidence,2670885,White,Male and Female,2011
District of Columbia,1407,Incidence,301797,All Races,Female,1999
District of Columbia,671,Mortality,301797,All Races,Female,1999
District of Columbia,1439,Incidence,302643,All Races,Female,2000
District of Columbia,650,Mortality,302643,All Races,Female,2000
District of Columbia,648,Mortality,303740,All Races,Female,2001
District of Columbia,623,Mortality,303146,All Races,Female,2002
District of Columbia,1600,Incidence,300607,All Races,Female,2003
District of Columbia,553,Mortality,300607,All Races,Female,2003
District of Columbia,1341,Incidence,300284,All Races,Female,2004
District of Columbia,565,Mortality,300284,All Races,Female,2004
District of Columbia,1374,Incidence,299613,All Races,Female,2005
District of Columbia,542,Mortality,299613,All Races,Female,2005
District of Columbia,1360,Incidence,301322,All Races,Female,2006
District of Columbia,548,Mortality,301322,All Races,Female,2006
District of Columbia,1367,Incidence,302949,All Races,Female,2007
District of Columbia,603,Mortality,302949,All Races,Female,2007
District of Columbia,7068,Incidence,1566480,All Races,Female,2009
District of Columbia,2791,Mortality,1541490,All Races,Female,2009
District of Columbia,1289,Incidence,306265,All Races,Female,2008
District of Columbia,543,Mortality,306265,All Races,Female,2008
District of Columbia,1401,Incidence,311828,All Races,Female,2009
District of Columbia,567,Mortality,311828,All Races,Female,2009
District of Columbia,1477,Incidence,319187,All Races,Female,2010
District of Columbia,530,Mortality,319126,All Races,Female,2010
District of Columbia,1534,Incidence,326251,All Races,Female,2011
District of Columbia,530,Mortality,319126,All Races,Female,2011
District of Columbia,1570,Incidence,268416,All Races,Male,1999
District of Columbia,669,Mortality,268416,All Races,Male,1999
District of Columbia,1521,Incidence,269403,All Races,Male,2000
District of Columbia,685,Mortality,269403,All Races,Male,2000
District of Columbia,679,Mortality,270764,All Races,Male,2001
District of Columbia,673,Mortality,270012,All Races,Male,2002
District of Columbia,1474,Incidence,267895,All Races,Male,2003
District of Columbia,569,Mortality,267895,All Races,Male,2003
District of Columbia,1399,Incidence,267470,All Races,Male,2004
District of Columbia,587,Mortality,267470,All Races,Male,2004
District of Columbia,1385,Incidence,267523,All Races,Male,2005
District of Columbia,608,Mortality,267523,All Races,Male,2005
District of Columbia,1379,Incidence,269359,All Races,Male,2006
District of Columbia,630,Mortality,269359,All Races,Male,2006
District of Columbia,1590,Incidence,271455,All Races,Male,2007
District of Columbia,566,Mortality,271455,All Races,Male,2007
District of Columbia,7366,Incidence,1404397,All Races,Male,2009
District of Columbia,2871,Mortality,1380971,All Races,Male,2009
District of Columbia,1401,Incidence,273971,All Races,Male,2008
District of Columbia,600,Mortality,273971,All Races,Male,2008
District of Columbia,1385,Incidence,280400,All Races,Male,2009
District of Columbia,564,Mortality,280400,All Races,Male,2009
District of Columbia,1436,Incidence,285802,All Races,Male,2010
District of Columbia,511,Mortality,285786,All Races,Male,2010
District of Columbia,1554,Incidence,292769,All Races,Male,2011
District of Columbia,511,Mortality,285786,All Races,Male,2011
District of Columbia,2977,Incidence,570213,All Races,Male and Female,1999
District of Columbia,1340,Mortality,570213,All Races,Male and Female,1999
District of Columbia,2960,Incidence,572046,All Races,Male and Female,2000
District of Columbia,1335,Mortality,572046,All Races,Male and Female,2000
District of Columbia,1327,Mortality,574504,All Races,Male and Female,2001
District of Columbia,1296,Mortality,573158,All Races,Male and Female,2002
District of Columbia,3074,Incidence,568502,All Races,Male and Female,2003
District of Columbia,1122,Mortality,568502,All Races,Male and Female,2003
District of Columbia,2740,Incidence,567754,All Races,Male and Female,2004
District of Columbia,1152,Mortality,567754,All Races,Male and Female,2004
District of Columbia,2759,Incidence,567136,All Races,Male and Female,2005
District of Columbia,1150,Mortality,567136,All Races,Male and Female,2005
District of Columbia,2739,Incidence,570681,All Races,Male and Female,2006
District of Columbia,1178,Mortality,570681,All Races,Male and Female,2006
District of Columbia,2957,Incidence,574404,All Races,Male and Female,2007
District of Columbia,1169,Mortality,574404,All Races,Male and Female,2007
District of Columbia,14434,Incidence,2970877,All Races,Male and Female,2009
District of Columbia,5662,Mortality,2922461,All Races,Male and Female,2009
District of Columbia,2690,Incidence,580236,All Races,Male and Female,2008
District of Columbia,1143,Mortality,580236,All Races,Male and Female,2008
District of Columbia,2786,Incidence,592228,All Races,Male and Female,2009
District of Columbia,1131,Mortality,592228,All Races,Male and Female,2009
District of Columbia,2913,Incidence,604989,All Races,Male and Female,2010
District of Columbia,1041,Mortality,604912,All Races,Male and Female,2010
District of Columbia,3088,Incidence,619020,All Races,Male and Female,2011
District of Columbia,1041,Mortality,604912,All Races,Male and Female,2011
District of Columbia,947,Incidence,193200,Black,Female,1999
District of Columbia,513,Mortality,193200,Black,Female,1999
District of Columbia,967,Incidence,192954,Black,Female,2000
District of Columbia,505,Mortality,192954,Black,Female,2000
District of Columbia,484,Mortality,190985,Black,Female,2001
District of Columbia,467,Mortality,188986,Black,Female,2002
District of Columbia,951,Incidence,186049,Black,Female,2003
District of Columbia,415,Mortality,186049,Black,Female,2003
District of Columbia,926,Incidence,183272,Black,Female,2004
District of Columbia,432,Mortality,183272,Black,Female,2004
District of Columbia,901,Incidence,180043,Black,Female,2005
District of Columbia,414,Mortality,180043,Black,Female,2005
District of Columbia,905,Incidence,177627,Black,Female,2006
District of Columbia,394,Mortality,177627,Black,Female,2006
District of Columbia,923,Incidence,175505,Black,Female,2007
District of Columbia,469,Mortality,175505,Black,Female,2007
District of Columbia,4654,Incidence,872162,Black,Female,2009
District of Columbia,2109,Mortality,874171,Black,Female,2009
District of Columbia,829,Incidence,173692,Black,Female,2008
District of Columbia,433,Mortality,173692,Black,Female,2008
District of Columbia,921,Incidence,173212,Black,Female,2009
District of Columbia,427,Mortality,173212,Black,Female,2009
District of Columbia,945,Incidence,174162,Black,Female,2010
District of Columbia,386,Mortality,174135,Black,Female,2010
District of Columbia,1036,Incidence,175591,Black,Female,2011
District of Columbia,386,Mortality,174135,Black,Female,2011
District of Columbia,1125,Incidence,160821,Black,Male,1999
District of Columbia,521,Mortality,160821,Black,Male,1999
District of Columbia,1059,Incidence,160510,Black,Male,2000
District of Columbia,532,Mortality,160510,Black,Male,2000
District of Columbia,516,Mortality,158551,Black,Male,2001
District of Columbia,541,Mortality,157094,Black,Male,2002
District of Columbia,962,Incidence,154702,Black,Male,2003
District of Columbia,434,Mortality,154702,Black,Male,2003
District of Columbia,937,Incidence,152025,Black,Male,2004
District of Columbia,439,Mortality,152025,Black,Male,2004
District of Columbia,899,Incidence,149286,Black,Male,2005
District of Columbia,447,Mortality,149286,Black,Male,2005
District of Columbia,882,Incidence,147437,Black,Male,2006
District of Columbia,468,Mortality,147437,Black,Male,2006
District of Columbia,951,Incidence,145989,Black,Male,2007
District of Columbia,417,Mortality,145989,Black,Male,2007
District of Columbia,4788,Incidence,727263,Black,Male,2009
District of Columbia,2144,Mortality,728188,Black,Male,2009
District of Columbia,944,Incidence,144700,Black,Male,2008
District of Columbia,447,Mortality,144700,Black,Male,2008
District of Columbia,936,Incidence,144766,Black,Male,2009
District of Columbia,427,Mortality,144766,Black,Male,2009
District of Columbia,943,Incidence,145293,Black,Male,2010
District of Columbia,385,Mortality,145296,Black,Male,2010
District of Columbia,1014,Incidence,146515,Black,Male,2011
District of Columbia,385,Mortality,145296,Black,Male,2011
District of Columbia,2072,Incidence,354021,Black,Male and Female,1999
District of Columbia,1034,Mortality,354021,Black,Male and Female,1999
District of Columbia,2026,Incidence,353464,Black,Male and Female,2000
District of Columbia,1037,Mortality,353464,Black,Male and Female,2000
District of Columbia,1000,Mortality,349536,Black,Male and Female,2001
District of Columbia,1008,Mortality,346080,Black,Male and Female,2002
District of Columbia,1913,Incidence,340751,Black,Male and Female,2003
District of Columbia,849,Mortality,340751,Black,Male and Female,2003
District of Columbia,1863,Incidence,335297,Black,Male and Female,2004
District of Columbia,871,Mortality,335297,Black,Male and Female,2004
District of Columbia,1800,Incidence,329329,Black,Male and Female,2005
District of Columbia,861,Mortality,329329,Black,Male and Female,2005
District of Columbia,1787,Incidence,325064,Black,Male and Female,2006
District of Columbia,862,Mortality,325064,Black,Male and Female,2006
District of Columbia,1874,Incidence,321494,Black,Male and Female,2007
District of Columbia,886,Mortality,321494,Black,Male and Female,2007
District of Columbia,9442,Incidence,1599425,Black,Male and Female,2009
District of Columbia,4253,Mortality,1602359,Black,Male and Female,2009
District of Columbia,1773,Incidence,318392,Black,Male and Female,2008
District of Columbia,880,Mortality,318392,Black,Male and Female,2008
District of Columbia,1857,Incidence,317978,Black,Male and Female,2009
District of Columbia,854,Mortality,317978,Black,Male and Female,2009
District of Columbia,1888,Incidence,319455,Black,Male and Female,2010
District of Columbia,771,Mortality,319431,Black,Male and Female,2010
District of Columbia,2050,Incidence,322106,Black,Male and Female,2011
District of Columbia,771,Mortality,319431,Black,Male and Female,2011
District of Columbia,41,Incidence,20837,Hispanic,Female,1999
District of Columbia,0,Mortality,20837,Hispanic,Female,1999
District of Columbia,35,Incidence,21435,Hispanic,Female,2000
District of Columbia,0,Mortality,21435,Hispanic,Female,2000
District of Columbia,0,Mortality,22232,Hispanic,Female,2001
District of Columbia,0,Mortality,22454,Hispanic,Female,2002
District of Columbia,49,Incidence,22772,Hispanic,Female,2003
District of Columbia,0,Mortality,22772,Hispanic,Female,2003
District of Columbia,65,Incidence,23056,Hispanic,Female,2004
District of Columbia,0,Mortality,23056,Hispanic,Female,2004
District of Columbia,56,Incidence,23337,Hispanic,Female,2005
District of Columbia,0,Mortality,23337,Hispanic,Female,2005
District of Columbia,48,Incidence,23386,Hispanic,Female,2006
District of Columbia,0,Mortality,23386,Hispanic,Female,2006
District of Columbia,54,Incidence,23705,Hispanic,Female,2007
District of Columbia,17,Mortality,23705,Hispanic,Female,2007
District of Columbia,296,Incidence,129384,Hispanic,Female,2009
District of Columbia,61,Mortality,124098,Hispanic,Female,2009
District of Columbia,73,Incidence,24281,Hispanic,Female,2008
District of Columbia,0,Mortality,24281,Hispanic,Female,2008
District of Columbia,50,Incidence,25995,Hispanic,Female,2009
District of Columbia,0,Mortality,25995,Hispanic,Female,2009
District of Columbia,61,Incidence,26710,Hispanic,Female,2010
District of Columbia,16,Mortality,26731,Hispanic,Female,2010
District of Columbia,58,Incidence,28693,Hispanic,Female,2011
District of Columbia,16,Mortality,26731,Hispanic,Female,2011
District of Columbia,29,Incidence,23517,Hispanic,Male,1999
District of Columbia,0,Mortality,23517,Hispanic,Male,1999
District of Columbia,24,Incidence,23831,Hispanic,Male,2000
District of Columbia,0,Mortality,23831,Hispanic,Male,2000
District of Columbia,0,Mortality,24585,Hispanic,Male,2001
District of Columbia,0,Mortality,24600,Hispanic,Male,2002
District of Columbia,43,Incidence,24808,Hispanic,Male,2003
District of Columbia,0,Mortality,24808,Hispanic,Male,2003
District of Columbia,40,Incidence,25187,Hispanic,Male,2004
District of Columbia,0,Mortality,25187,Hispanic,Male,2004
District of Columbia,49,Incidence,25247,Hispanic,Male,2005
District of Columbia,0,Mortality,25247,Hispanic,Male,2005
District of Columbia,39,Incidence,25136,Hispanic,Male,2006
District of Columbia,0,Mortality,25136,Hispanic,Male,2006
District of Columbia,62,Incidence,25277,Hispanic,Male,2007
District of Columbia,0,Mortality,25277,Hispanic,Male,2007
District of Columbia,288,Incidence,138169,Hispanic,Male,2009
District of Columbia,57,Mortality,132739,Hispanic,Male,2009
District of Columbia,57,Incidence,26165,Hispanic,Male,2008
District of Columbia,0,Mortality,26165,Hispanic,Male,2008
District of Columbia,45,Incidence,27626,Hispanic,Male,2009
District of Columbia,19,Mortality,27626,Hispanic,Male,2009
District of Columbia,65,Incidence,28510,Hispanic,Male,2010
District of Columbia,0,Mortality,28535,Hispanic,Male,2010
District of Columbia,59,Incidence,30591,Hispanic,Male,2011
District of Columbia,0,Mortality,28535,Hispanic,Male,2011
District of Columbia,70,Incidence,44354,Hispanic,Male and Female,1999
District of Columbia,0,Mortality,44354,Hispanic,Male and Female,1999
District of Columbia,59,Incidence,45266,Hispanic,Male and Female,2000
District of Columbia,0,Mortality,45266,Hispanic,Male and Female,2000
District of Columbia,0,Mortality,46817,Hispanic,Male and Female,2001
District of Columbia,0,Mortality,47054,Hispanic,Male and Female,2002
District of Columbia,92,Incidence,47580,Hispanic,Male and Female,2003
District of Columbia,0,Mortality,47580,Hispanic,Male and Female,2003
District of Columbia,105,Incidence,48243,Hispanic,Male and Female,2004
District of Columbia,0,Mortality,48243,Hispanic,Male and Female,2004
District of Columbia,105,Incidence,48584,Hispanic,Male and Female,2005
District of Columbia,17,Mortality,48584,Hispanic,Male and Female,2005
District of Columbia,87,Incidence,48522,Hispanic,Male and Female,2006
District of Columbia,0,Mortality,48522,Hispanic,Male and Female,2006
District of Columbia,116,Incidence,48982,Hispanic,Male and Female,2007
District of Columbia,30,Mortality,48982,Hispanic,Male and Female,2007
District of Columbia,584,Incidence,267553,Hispanic,Male and Female,2009
District of Columbia,118,Mortality,256837,Hispanic,Male and Female,2009
District of Columbia,130,Incidence,50446,Hispanic,Male and Female,2008
District of Columbia,21,Mortality,50446,Hispanic,Male and Female,2008
District of Columbia,95,Incidence,53621,Hispanic,Male and Female,2009
District of Columbia,29,Mortality,53621,Hispanic,Male and Female,2009
District of Columbia,126,Incidence,55220,Hispanic,Male and Female,2010
District of Columbia,25,Mortality,55266,Hispanic,Male and Female,2010
District of Columbia,117,Incidence,59284,Hispanic,Male and Female,2011
District of Columbia,25,Mortality,55266,Hispanic,Male and Female,2011
District of Columbia,409,Incidence,98382,White,Female,1999
District of Columbia,150,Mortality,98382,White,Female,1999
District of Columbia,433,Incidence,98857,White,Female,2000
District of Columbia,141,Mortality,98857,White,Female,2000
District of Columbia,156,Mortality,101567,White,Female,2001
District of Columbia,142,Mortality,102628,White,Female,2002
District of Columbia,532,Incidence,102745,White,Female,2003
District of Columbia,136,Mortality,102745,White,Female,2003
District of Columbia,350,Incidence,104632,White,Female,2004
District of Columbia,126,Mortality,104632,White,Female,2004
District of Columbia,387,Incidence,107161,White,Female,2005
District of Columbia,123,Mortality,107161,White,Female,2005
District of Columbia,390,Incidence,110139,White,Female,2006
District of Columbia,147,Mortality,110139,White,Female,2006
District of Columbia,365,Incidence,114031,White,Female,2007
District of Columbia,129,Mortality,114031,White,Female,2007
District of Columbia,1954,Incidence,617835,White,Female,2009
District of Columbia,649,Mortality,594444,White,Female,2009
District of Columbia,368,Incidence,117683,White,Female,2008
District of Columbia,105,Mortality,117683,White,Female,2008
District of Columbia,380,Incidence,123832,White,Female,2009
District of Columbia,129,Mortality,123832,White,Female,2009
District of Columbia,413,Incidence,128751,White,Female,2010
District of Columbia,139,Mortality,128759,White,Female,2010
District of Columbia,428,Incidence,133538,White,Female,2011
District of Columbia,139,Mortality,128759,White,Female,2011
District of Columbia,389,Incidence,98977,White,Male,1999
District of Columbia,142,Mortality,98977,White,Male,1999
District of Columbia,415,Incidence,100130,White,Male,2000
District of Columbia,147,Mortality,100130,White,Male,2000
District of Columbia,159,Mortality,103117,White,Male,2001
District of Columbia,125,Mortality,103704,White,Male,2002
District of Columbia,441,Incidence,103760,White,Male,2003
District of Columbia,126,Mortality,103760,White,Male,2003
District of Columbia,390,Incidence,105620,White,Male,2004
District of Columbia,142,Mortality,105620,White,Male,2004
District of Columbia,403,Incidence,108393,White,Male,2005
District of Columbia,153,Mortality,108393,White,Male,2005
District of Columbia,413,Incidence,111125,White,Male,2006
District of Columbia,152,Mortality,111125,White,Male,2006
District of Columbia,489,Incidence,114615,White,Male,2007
District of Columbia,142,Mortality,114615,White,Male,2007
District of Columbia,1999,Incidence,616681,White,Male,2009
District of Columbia,699,Mortality,594784,White,Male,2009
District of Columbia,354,Incidence,117737,White,Male,2008
District of Columbia,147,Mortality,117737,White,Male,2008
District of Columbia,337,Incidence,123355,White,Male,2009
District of Columbia,133,Mortality,123355,White,Male,2009
District of Columbia,366,Incidence,127933,White,Male,2010
District of Columbia,125,Mortality,127952,White,Male,2010
District of Columbia,453,Incidence,133041,White,Male,2011
District of Columbia,125,Mortality,127952,White,Male,2011
District of Columbia,798,Incidence,197359,White,Male and Female,1999
District of Columbia,292,Mortality,197359,White,Male and Female,1999
District of Columbia,848,Incidence,198987,White,Male and Female,2000
District of Columbia,288,Mortality,198987,White,Male and Female,2000
District of Columbia,315,Mortality,204684,White,Male and Female,2001
District of Columbia,267,Mortality,206332,White,Male and Female,2002
District of Columbia,973,Incidence,206505,White,Male and Female,2003
District of Columbia,262,Mortality,206505,White,Male and Female,2003
District of Columbia,740,Incidence,210252,White,Male and Female,2004
District of Columbia,268,Mortality,210252,White,Male and Female,2004
District of Columbia,790,Incidence,215554,White,Male and Female,2005
District of Columbia,276,Mortality,215554,White,Male and Female,2005
District of Columbia,803,Incidence,221264,White,Male and Female,2006
District of Columbia,299,Mortality,221264,White,Male and Female,2006
District of Columbia,854,Incidence,228646,White,Male and Female,2007
District of Columbia,271,Mortality,228646,White,Male and Female,2007
District of Columbia,3953,Incidence,1234516,White,Male and Female,2009
District of Columbia,1348,Mortality,1189228,White,Male and Female,2009
District of Columbia,722,Incidence,235420,White,Male and Female,2008
District of Columbia,252,Mortality,235420,White,Male and Female,2008
District of Columbia,717,Incidence,247187,White,Male and Female,2009
District of Columbia,262,Mortality,247187,White,Male and Female,2009
District of Columbia,779,Incidence,256684,White,Male and Female,2010
District of Columbia,264,Mortality,256711,White,Male and Female,2010
District of Columbia,881,Incidence,266579,White,Male and Female,2011
District of Columbia,264,Mortality,256711,White,Male and Female,2011
East North Central,107969,Incidence,22981013,All Races,Female,1999
East North Central,45456,Mortality,22981013,All Races,Female,1999
East North Central,107865,Incidence,23085288,All Races,Female,2000
East North Central,45567,Mortality,23085288,All Races,Female,2000
East North Central,110963,Incidence,23167228,All Races,Female,2001
East North Central,44735,Mortality,23167228,All Races,Female,2001
East North Central,111476,Incidence,23232492,All Races,Female,2002
East North Central,45678,Mortality,23232492,All Races,Female,2002
East North Central,110814,Incidence,23301182,All Races,Female,2003
East North Central,45133,Mortality,23301182,All Races,Female,2003
East North Central,111352,Incidence,23358179,All Races,Female,2004
East North Central,44699,Mortality,23358179,All Races,Female,2004
East North Central,114176,Incidence,23403396,All Races,Female,2005
East North Central,45099,Mortality,23403396,All Races,Female,2005
East North Central,115426,Incidence,23460189,All Races,Female,2006
East North Central,45447,Mortality,23460189,All Races,Female,2006
East North Central,116822,Incidence,23518813,All Races,Female,2007
East North Central,45164,Mortality,23518813,All Races,Female,2007
East North Central,590545,Incidence,117997525,All Races,Female,2009
East North Central,226294,Mortality,117787843,All Races,Female,2009
East North Central,118251,Incidence,23562261,All Races,Female,2008
East North Central,45448,Mortality,23562261,All Races,Female,2008
East North Central,119345,Incidence,23604659,All Races,Female,2009
East North Central,44910,Mortality,23604659,All Races,Female,2009
East North Central,117514,Incidence,23640994,All Races,Female,2010
East North Central,45325,Mortality,23641921,All Races,Female,2010
East North Central,118613,Incidence,23670798,All Races,Female,2011
East North Central,45325,Mortality,23641921,All Races,Female,2011
East North Central,112893,Incidence,21988212,All Races,Male,1999
East North Central,48198,Mortality,21988212,All Races,Male,1999
East North Central,113460,Incidence,22130731,All Races,Male,2000
East North Central,48064,Mortality,22130731,All Races,Male,2000
East North Central,117151,Incidence,22234336,All Races,Male,2001
East North Central,48144,Mortality,22234336,All Races,Male,2001
East North Central,118897,Incidence,22317792,All Races,Male,2002
East North Central,47910,Mortality,22317792,All Races,Male,2002
East North Central,117865,Incidence,22406605,All Races,Male,2003
East North Central,47697,Mortality,22406605,All Races,Male,2003
East North Central,118800,Incidence,22486193,All Races,Male,2004
East North Central,47596,Mortality,22486193,All Races,Male,2004
East North Central,118581,Incidence,22545746,All Races,Male,2005
East North Central,47686,Mortality,22545746,All Races,Male,2005
East North Central,122278,Incidence,22611384,All Races,Male,2006
East North Central,47631,Mortality,22611384,All Races,Male,2006
East North Central,126046,Incidence,22669179,All Races,Male,2007
East North Central,48007,Mortality,22669179,All Races,Male,2007
East North Central,622864,Incidence,113761063,All Races,Male,2009
East North Central,241546,Mortality,113542068,All Races,Male,2009
East North Central,125741,Incidence,22712859,All Races,Male,2008
East North Central,48380,Mortality,22712859,All Races,Male,2008
East North Central,124521,Incidence,22751195,All Races,Male,2009
East North Central,48637,Mortality,22751195,All Races,Male,2009
East North Central,123459,Incidence,22794872,All Races,Male,2010
East North Central,48891,Mortality,22797451,All Races,Male,2010
East North Central,123097,Incidence,22832958,All Races,Male,2011
East North Central,48891,Mortality,22797451,All Races,Male,2011
East North Central,220862,Incidence,44969225,All Races,Male and Female,1999
East North Central,93654,Mortality,44969225,All Races,Male and Female,1999
East North Central,221325,Incidence,45216019,All Races,Male and Female,2000
East North Central,93631,Mortality,45216019,All Races,Male and Female,2000
East North Central,228114,Incidence,45401564,All Races,Male and Female,2001
East North Central,92879,Mortality,45401564,All Races,Male and Female,2001
East North Central,230373,Incidence,45550284,All Races,Male and Female,2002
East North Central,93588,Mortality,45550284,All Races,Male and Female,2002
East North Central,228679,Incidence,45707787,All Races,Male and Female,2003
East North Central,92830,Mortality,45707787,All Races,Male and Female,2003
East North Central,230152,Incidence,45844372,All Races,Male and Female,2004
East North Central,92295,Mortality,45844372,All Races,Male and Female,2004
East North Central,232757,Incidence,45949142,All Races,Male and Female,2005
East North Central,92785,Mortality,45949142,All Races,Male and Female,2005
East North Central,237704,Incidence,46071573,All Races,Male and Female,2006
East North Central,93078,Mortality,46071573,All Races,Male and Female,2006
East North Central,242868,Incidence,46187992,All Races,Male and Female,2007
East North Central,93171,Mortality,46187992,All Races,Male and Female,2007
East North Central,1213409,Incidence,231758588,All Races,Male and Female,2009
East North Central,467840,Mortality,231329911,All Races,Male and Female,2009
East North Central,243992,Incidence,46275120,All Races,Male and Female,2008
East North Central,93828,Mortality,46275120,All Races,Male and Female,2008
East North Central,243866,Incidence,46355854,All Races,Male and Female,2009
East North Central,93547,Mortality,46355854,All Races,Male and Female,2009
East North Central,240973,Incidence,46435866,All Races,Male and Female,2010
East North Central,94216,Mortality,46439372,All Races,Male and Female,2010
East North Central,241710,Incidence,46503756,All Races,Male and Female,2011
East North Central,94216,Mortality,46439372,All Races,Male and Female,2011
East North Central,10089,Incidence,2934156,Black,Female,1999
East North Central,4952,Mortality,2934156,Black,Female,1999
East North Central,10014,Incidence,2962867,Black,Female,2000
East North Central,5056,Mortality,2962867,Black,Female,2000
East North Central,10344,Incidence,2986748,Black,Female,2001
East North Central,4896,Mortality,2986748,Black,Female,2001
East North Central,10925,Incidence,3006294,Black,Female,2002
East North Central,5174,Mortality,3006294,Black,Female,2002
East North Central,10783,Incidence,3025222,Black,Female,2003
East North Central,4963,Mortality,3025222,Black,Female,2003
East North Central,10980,Incidence,3042556,Black,Female,2004
East North Central,5053,Mortality,3042556,Black,Female,2004
East North Central,11311,Incidence,3058686,Black,Female,2005
East North Central,5088,Mortality,3058686,Black,Female,2005
East North Central,11722,Incidence,3078235,Black,Female,2006
East North Central,5222,Mortality,3078235,Black,Female,2006
East North Central,11789,Incidence,3097017,Black,Female,2007
East North Central,5242,Mortality,3097017,Black,Female,2007
East North Central,60381,Incidence,15652722,Black,Female,2009
East North Central,26032,Mortality,15569335,Black,Female,2009
East North Central,11722,Incidence,3113034,Black,Female,2008
East North Central,5160,Mortality,3113034,Black,Female,2008
East North Central,12225,Incidence,3130058,Black,Female,2009
East North Central,5132,Mortality,3130058,Black,Female,2009
East North Central,12217,Incidence,3150788,Black,Female,2010
East North Central,5276,Mortality,3150991,Black,Female,2010
East North Central,12428,Incidence,3161825,Black,Female,2011
East North Central,5276,Mortality,3150991,Black,Female,2011
East North Central,11438,Incidence,2632329,Black,Male,1999
East North Central,5344,Mortality,2632329,Black,Male,1999
East North Central,11664,Incidence,2665705,Black,Male,2000
East North Central,5471,Mortality,2665705,Black,Male,2000
East North Central,11755,Incidence,2689977,Black,Male,2001
East North Central,5391,Mortality,2689977,Black,Male,2001
East North Central,12003,Incidence,2711076,Black,Male,2002
East North Central,5341,Mortality,2711076,Black,Male,2002
East North Central,12250,Incidence,2730642,Black,Male,2003
East North Central,5348,Mortality,2730642,Black,Male,2003
East North Central,12150,Incidence,2750307,Black,Male,2004
East North Central,5360,Mortality,2750307,Black,Male,2004
East North Central,11976,Incidence,2768844,Black,Male,2005
East North Central,5380,Mortality,2768844,Black,Male,2005
East North Central,12474,Incidence,2789408,Black,Male,2006
East North Central,5319,Mortality,2789408,Black,Male,2006
East North Central,13007,Incidence,2806992,Black,Male,2007
East North Central,5394,Mortality,2806992,Black,Male,2007
